MaMDID,ThreeGroup,FourGroup,Ancestry,GeoOrigin,RegNation,Fregion,Population,ANS,INA,IOB,MT,NAS,NAW,NBC,NBS,NFS,NO,OBS,PBD,PS,PZT,SPS,TPS,ZS
3162,Asian,Asian,Asian,Chinese,Chinese,,,2,2,1,2,,2,3,,,0,,0,,3,,,2
3163,Asian,Asian,Asian,Chinese,Chinese,,,2,2,2,1,,2,0,,,0,,0,,3,,,1
3164,Asian,Asian,Asian,Chinese,Chinese,,,2,2,2,2,,2,1,,,0,,0,,3,,,2
3165,Asian,Asian,Asian,Chinese,Chinese,,,2,2,1,1,,2,2,,,0,,0,,1,,,2
3166,Asian,Asian,Asian,Chinese,Chinese,,,2,2,2,2,,2,3,,,1,,0,,1,,,1
3167,Asian,Asian,Asian,Chinese,Chinese,,,2,2,1,1,,2,3,,,0,,0,,,,,2
3168,Asian,Asian,Asian,Chinese,Chinese,,,2,2,2,3,,2,2,,,,,0,,3,,,1
3169,Asian,Asian,Asian,Chinese,Chinese,,,2,1,2,1,,3,2,,,1,,0,,,,,0
3170,Asian,Asian,Asian,Chinese,Chinese,,,2,1,1,2,,2,0,,,,,0,,1,,,2
3171,Asian,Asian,Asian,Chinese,Chinese,,,2,1,1,2,,2,3,,,1,,0,,2,,,2
3172,Asian,Asian,Asian,Chinese,Chinese,,,2,2,2,2,,2,0,,,0,,1,,2,1,,1
3173,Asian,Asian,Asian,Chinese,Chinese,,,2,2,3,1,,2,2,,,0,,0,,,,,2
4728,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,1,2,,2,1,,,,,0,,1,,,1
4729,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,0,,2,1,,,1,,0,,2,,,1
4730,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,3,,2,2,,,1,,1,,2,,,1
4731,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,1,4,,,1,,0,,1,,,2
4732,Asian,EurAsiaH,Hispanic,,Colombian,,,1,3,3,3,,2,3,,,1,,1,,2,,,1
4733,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,3,,2,1,,,1,,1,,3,,,1
4734,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,2,1,,,1,,0,,1,,,1
4735,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,2,1,,,1,,0,,1,,,2
4736,Asian,EurAsiaH,Hispanic,,Colombian,,,,,2,2,,3,1,,,1,,0,,1,,,0
4737,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,2,,1,4,,,1,,1,,1,,,1
4738,Asian,EurAsiaH,Hispanic,,Colombian,,,1,4,1,1,,2,1,,,1,,1,,1,,,1
4739,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,1,1,,,1,,1,,1,,,1
4740,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,2,,2,3,,,1,,0,,2,,,1
4741,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,3,2,,3,0,,,0,,0,,2,,,1
4742,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,2,,1,1,,,1,,0,,2,,,1
4743,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,1,1,,,1,,0,,1,,,2
4744,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,3,,2,1,,,1,,1,,3,,,0
4745,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,1,1,,2,3,,,1,,1,,1,,,1
4746,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,1,,1,3,,,0,,0,,1,,,1
4747,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,2,1,,2,3,,,,,0,,3,,,1
4748,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,2,,1,0,,,1,,0,,3,,,1
4749,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,2,,3,1,,,1,,1,,1,,,1
4750,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,3,,2,1,,,1,,0,,2,,,1
4751,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,3,,1,1,,,1,,0,,2,,,1
4752,Asian,EurAsiaH,Hispanic,,Colombian,,,2,1,3,2,,3,1,,,0,,1,,2,,,1
4753,Asian,EurAsiaH,Hispanic,,Colombian,,,3,1,2,2,,2,3,,,1,,1,,1,,,1
4754,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,3,,1,3,,,1,,0,,1,,,2
4755,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,3,0,,,0,,0,,2,,,0
4756,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,1,,2,0,,,0,,0,,1,,,1
4757,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,2,1,,2,0,,,1,,1,,3,,,1
4758,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,1,2,,1,1,,,,,0,,2,,,1
4759,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,1,3,,1,4,,,0,,1,,1,,,1
4760,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,1,2,,2,4,,,1,,0,,1,,,1
4761,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,1,,1,1,,,1,,1,,1,,,1
4762,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,1,,2,1,,,1,,0,,2,,,1
4763,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,3,4,,,0,,1,,2,,,1
4764,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,2,,2,4,,,,,1,,3,,,1
4765,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,3,,1,1,,,1,,0,,1,,,2
4766,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,2,,3,1,,,1,,0,,1,,,1
4767,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,3,,1,0,,,0,,1,,2,,,1
4768,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,1,,3,0,,,1,,1,,2,,,0
4769,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,3,1,,,1,,0,,1,,,1
4770,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,1,,1,1,,,1,,1,,3,,,1
4771,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,2,1,,2,3,,,1,,0,,1,,,1
4772,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,1,,2,3,,,1,,1,,2,,,2
4773,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,0,,1,,,,1,,0,,3,,,1
4774,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,3,,2,1,,,1,,0,,2,,,1
4775,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,3,1,,3,4,,,0,,0,,2,,,1
4776,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,1,,3,0,,,1,,1,,2,,,0
4777,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,2,,1,1,,,1,,1,,1,,,0
4778,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,3,,1,1,,,1,,0,,1,,,1
4779,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,0,,1,4,,,1,,1,,3,,,1
4780,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,2,,2,3,,,0,,0,,2,,,1
4781,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,2,,2,1,,,1,,0,,3,,,1
4782,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,1,1,,,1,,0,,2,,,2
4783,Asian,EurAsiaH,Hispanic,,Colombian,,,,,3,1,,,1,,,1,,0,,2,,,0
4784,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,1,1,,1,1,,,1,,0,,3,,,1
4785,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,1,1,,,1,,1,,2,,,2
4786,Asian,EurAsiaH,Hispanic,,Colombian,,,1,2,3,2,,3,0,,,1,,0,,1,,,2
4787,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,3,,1,3,,,1,,0,,1,,,1
4788,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,3,,1,1,,,1,,1,,2,,,1
4789,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,1,1,,,1,,0,,2,,,1
4790,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,2,1,,,1,,0,,2,,,1
4791,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,2,,2,1,,,1,,0,,1,,,1
4792,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,3,1,,,1,,0,,1,,,1
4793,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,1,,3,0,,,1,,1,,1,,,1
4794,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,1,,2,1,,,1,,0,,2,,,1
4795,Asian,EurAsiaH,Hispanic,,Colombian,,,2,1,2,1,,2,4,,,1,,0,,3,,,1
4796,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,1,3,,2,4,,,1,,0,,2,,,1
4797,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,1,,1,1,,,1,,0,,1,,,1
4798,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,2,,2,1,,,1,,1,,1,,,1
4799,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,1,,2,3,,,,,0,,1,,,1
4800,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,1,1,,,1,,0,,1,,,1
4801,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,1,,2,0,,,1,,1,,1,,,2
4802,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,1,,3,0,,,0,,1,,1,,,1
4803,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,1,,2,1,,,1,,1,,2,,,2
4804,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,2,2,,1,1,,,1,,0,,1,,,1
4805,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,2,3,,,1,,0,,1,,,1
4806,Asian,EurAsiaH,Hispanic,,Colombian,,,,,1,2,,2,1,,,1,,1,,2,,,1
4807,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,3,,2,0,,,1,,1,,1,,,2
4808,Asian,EurAsiaH,Hispanic,,Colombian,,,1,4,2,2,,2,1,,,1,,1,,1,,,1
4809,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,1,2,,2,1,,,1,,0,,2,,,1
4810,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,2,,3,1,,,,,0,,2,,,0
4811,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,3,2,,2,1,,,1,,0,,3,,,2
4812,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,2,1,,1,0,,,0,,0,,2,,,2
4813,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,3,2,,2,1,,,1,,1,,2,,,2
4814,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,1,,2,1,,,,,0,,2,,,1
4815,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,2,1,,,1,,1,,1,,,0
4816,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,3,,2,3,,,1,,1,,2,,,1
4817,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,2,2,,2,1,,,1,,0,,1,,,1
4818,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,2,,2,1,,,1,,1,,2,,,1
4819,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,3,1,,,,,0,,1,,,2
4820,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,1,,1,1,,,1,,0,,1,,,2
4821,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,2,1,,,1,,0,,3,,,1
4822,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,2,1,,,1,,0,,3,,,1
4823,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,2,1,,,1,,1,,2,,,2
4824,Asian,EurAsiaH,Hispanic,,Colombian,,,1,2,3,2,,3,1,,,1,,0,,2,,,2
4825,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,2,,3,4,,,0,,0,,3,,,1
4826,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,1,,3,4,,,1,,1,,2,,,0
4827,Asian,EurAsiaH,Hispanic,,Colombian,,,1,3,2,2,,1,4,,,1,,1,,2,,,1
4828,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,2,,2,0,,,1,,0,,1,,,1
4829,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,3,,2,3,,,1,,1,,1,,,1
4830,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,2,,2,1,,,1,,1,,1,,,1
4831,Asian,EurAsiaH,Hispanic,,Colombian,,,2,1,3,3,,3,1,,,1,,0,,1,,,1
4832,Asian,EurAsiaH,Hispanic,,Colombian,,,3,1,1,1,,1,3,,,1,,0,,2,,,1
4833,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,1,,2,4,,,1,,0,,1,,,1
4834,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,1,2,,2,1,,,1,,0,,2,,,1
4835,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,1,0,,,1,,1,,1,,,1
4836,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,1,,3,0,,,0,,1,,1,,,1
4837,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,1,,3,0,,,1,,1,,1,,,0
4838,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,3,,2,1,,,1,,0,,1,,,1
4839,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,1,2,,2,1,,,1,,1,,1,,,0
4840,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,2,,1,4,,,0,,1,,1,,,2
4841,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,3,1,,,1,,0,,1,,,2
4842,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,2,,3,4,,,1,,0,,2,,,0
4843,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,1,,3,0,,,1,,1,,1,,,1
4844,Asian,EurAsiaH,Hispanic,,Colombian,,,2,1,2,0,,3,4,,,1,,1,,1,,,2
4845,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,3,1,,2,4,,,1,,0,,2,,,1
4846,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,2,4,,,1,,1,,1,,,0
4847,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,2,0,,,1,,,,1,,,0
4848,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,2,1,,,,,0,,1,,,1
4849,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,3,,3,0,,,1,,0,,2,,,2
4850,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,1,,1,3,,,1,,0,,2,,,2
4851,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,3,,2,3,,,1,,0,,2,,,0
4852,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,2,,1,1,,,1,,1,,2,,,1
4853,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,2,1,,,1,,0,,3,,,1
4854,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,2,,1,0,,,1,,1,,2,,,2
4855,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,1,2,,1,1,,,,,1,,1,,,1
4856,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,3,4,,,1,,1,,1,,,1
4857,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,2,,3,1,,,1,,1,,2,,,0
4858,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,1,,1,1,,,1,,1,,2,,,1
4859,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,2,,1,1,,,1,,0,,1,,,2
4860,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,2,0,,2,0,,,1,,0,,3,,,1
4861,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,3,,2,0,,,1,,0,,0,,,2
4862,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,3,3,,2,0,,,1,,0,,1,,,1
4863,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,1,,2,1,,,1,,0,,3,,,1
4864,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,1,4,,,1,,1,,2,,,2
4865,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,2,,3,1,,,,,0,,1,,,1
4866,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,3,,2,4,,,1,,0,,2,,,1
4867,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,1,1,,,1,,0,,1,,,1
4868,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,1,,3,3,,,1,,1,,3,,,1
4869,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,1,,1,1,,,1,,0,,2,,,1
4870,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,1,,1,1,,,1,,0,,2,,,1
4871,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,2,0,,2,1,,,1,,1,,1,,,1
4872,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,2,3,,,1,,1,,2,,,1
4873,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,2,1,,2,3,,,1,,1,,1,,,1
4874,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,2,1,,,1,,0,,2,,,1
4875,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,3,3,,3,1,,,1,,0,,1,,,0
4876,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,3,2,,2,0,,,1,,0,,2,,,1
4877,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,2,1,,,1,,1,,2,,,1
4878,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,3,,2,4,,,1,,1,,1,,,0
4879,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,1,1,,,0,,0,,1,,,2
4880,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,1,,1,1,,,1,,0,,2,,,0
4881,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,3,2,,3,0,,,0,,0,,1,,,2
4882,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,3,,1,1,,,1,,0,,3,,,1
4883,Asian,EurAsiaH,Hispanic,,Colombian,,,2,1,3,1,,3,1,,,,,1,,2,,,0
4884,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,1,,2,1,,,1,,0,,2,,,1
4885,Asian,EurAsiaH,Hispanic,,Colombian,,,,2,3,3,,3,0,,,0,,0,,2,,,
4886,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,1,,2,4,,,1,,0,,2,,,1
4887,Asian,EurAsiaH,Hispanic,,Colombian,,,1,5,3,3,,1,1,,,1,,1,,1,,,1
4888,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,2,2,,,0,,0,,2,,,2
4889,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,1,,3,4,,,1,,0,,1,,,1
4890,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,1,,2,4,,,1,,0,,1,,,1
4891,Asian,EurAsiaH,Hispanic,,Colombian,,,1,2,2,2,,3,0,,,1,,0,,1,,,0
4892,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,2,,2,3,,,1,,0,,2,,,1
4893,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,3,1,,,1,,0,,2,,,1
4894,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,3,0,,,1,,0,,2,,,2
4895,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,1,,1,1,,,1,,0,,1,,,1
4896,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,3,0,,,1,,0,,2,,,0
4897,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,2,,3,1,,,1,,0,,1,,,1
4898,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,2,,2,4,,,1,,0,,2,,,1
4899,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,3,,1,1,,,1,,1,,2,,,1
4900,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,2,,2,4,,,1,,0,,2,,,1
4901,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,2,0,,,1,,1,,2,,,1
4902,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,3,,2,3,,,1,,1,,2,,,1
4903,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,3,,2,1,,,1,,0,,2,,,1
4904,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,2,,1,1,,,1,,0,,1,,,2
4905,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,1,,2,0,,,1,,0,,2,,,2
4906,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,1,1,,,1,,0,,2,,,1
4907,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,3,,1,4,,,1,,1,,2,,,1
4908,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,3,,1,1,,,1,,0,,1,,,2
4909,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,2,,3,1,,,1,,0,,1,,,1
4910,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,1,,2,4,,,0,,0,,1,,,2
4911,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,1,,1,1,,,1,,1,,3,,,1
4912,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,2,,1,4,,,1,,1,,1,,,0
4913,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,2,,2,4,,,0,,0,,2,,,1
4914,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,3,1,,2,1,,,1,,1,,1,,,1
4915,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,1,,1,4,,,1,,0,,1,,,1
4916,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,1,,2,1,,,1,,0,,2,,,1
4917,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,2,,2,1,,,1,,1,,2,,,1
4918,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,2,,3,0,,,0,,1,,1,,,0
4919,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,1,,2,1,,,1,,0,,2,,,1
4920,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,3,1,,2,4,,,1,,1,,3,,,1
4921,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,2,,1,1,,,1,,0,,1,,,0
4922,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,1,,2,3,,,1,,1,,1,,,1
4923,Asian,EurAsiaH,Hispanic,,Colombian,,,1,5,2,3,,1,4,,,1,,0,,1,,,1
4924,Asian,EurAsiaH,Hispanic,,Colombian,,,1,3,3,1,,3,0,,,0,,0,,2,,,1
4925,Asian,EurAsiaH,Hispanic,,Colombian,,,,2,2,1,,2,3,,,1,,0,,1,,,0
4926,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,3,,2,1,,,1,,1,,1,,,1
4927,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,2,1,,1,1,,,0,,1,,1,,,1
4928,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,1,2,,2,3,,,0,,0,,2,,,1
4929,Asian,EurAsiaH,Hispanic,,Colombian,,,1,1,3,1,,3,0,,,1,,0,,2,,,0
4930,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,2,3,,1,1,,,,,1,,2,,,
4931,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,1,,1,1,,,1,,0,,1,,,2
4932,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,2,,2,4,,,,,1,,2,,,1
4933,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,1,3,,3,1,,,1,,1,,1,,,2
4934,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,2,2,,1,0,,,1,,1,,1,,,1
4935,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,2,,2,1,,,1,,0,,2,,,1
4936,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,1,2,,1,1,,,0,,0,,1,,,1
4937,Asian,EurAsiaH,Hispanic,,Colombian,,,2,1,3,3,,3,0,,,0,,1,,3,,,2
4938,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,2,,,,,,0,,2,,,1
4939,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,2,,3,1,,,,,0,,2,,,1
4940,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,1,,2,1,,,0,,0,,2,,,1
4941,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,3,3,,2,3,,,1,,1,,2,,,1
4942,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,1,,2,3,,,1,,1,,1,,,2
4943,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,1,,3,1,,,1,,0,,1,,,1
4944,Asian,EurAsiaH,Hispanic,,Colombian,,,3,2,3,2,,3,0,,,0,,1,,1,,,1
4945,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,2,,2,0,,,1,,1,,2,,,1
4946,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,3,2,,3,4,,,0,,1,,2,,,1
4947,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,1,1,,1,4,,,1,,1,,1,,,2
4948,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,2,2,,2,1,,,1,,0,,2,,,1
4949,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,2,1,,3,3,,,1,,1,,1,,,1
4950,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,1,2,,2,1,,,1,,0,,2,,,1
4951,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,3,2,,3,0,,,1,,0,,1,,,1
4952,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,1,,3,1,,,1,,1,,1,,,1
4953,Asian,EurAsiaH,Hispanic,,Colombian,,,1,1,3,2,,3,0,,,0,,1,,1,,,0
4954,Asian,EurAsiaH,Hispanic,,Colombian,,,3,5,3,3,,3,1,,,1,,1,,2,,,0
4955,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,1,2,,3,1,,,1,,0,,2,,,1
4956,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,2,2,,2,1,,,,,0,,1,,,1
4957,Asian,EurAsiaH,Hispanic,,Colombian,,,,,2,1,,,1,,,1,,0,,2,,,0
4958,Asian,EurAsiaH,Hispanic,,Colombian,,,3,4,2,2,,1,3,,,,,0,,1,,,1
4959,Asian,EurAsiaH,Hispanic,,Colombian,,,2,4,2,3,,3,0,,,1,,1,,1,,,1
4960,Asian,EurAsiaH,Hispanic,,Colombian,,,2,2,2,2,,2,4,,,1,,1,,1,,,1
4961,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,3,1,,3,1,,,1,,0,,2,,,1
4962,Asian,EurAsiaH,Hispanic,,Colombian,,,2,5,2,3,,2,1,,,1,,0,,3,,,1
4963,Asian,EurAsiaH,Hispanic,,Colombian,,,2,3,3,1,,1,4,,,1,,0,,1,,,1
4964,Asian,EurAsiaH,Hispanic,,Colombian,,,3,3,2,2,,1,1,,,1,,0,,1,,,2
